step,ps0,ps1,ps2,ps3,ps4,ps5,ps6,ps7,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,vibracion,avance_real,odo_izq,odo_der,terreno,slip,inclinacion,front_min,side_min,x,y,theta,safety,action
2001,73.9,68.7,65.8,67.6,63.0,64.1,65.5,73.3,-0.9,0.0,9.817,-0.308,2501.522,0.099,2.066,0.0502,104.135,113.699,rough,0,5.2,73.3,65.5,1.2437,0.3139,2.733,ok,avanzando en rough
2002,72.7,63.8,68.5,69.7,70.4,65.1,66.5,61.7,-0.031,0.0,9.804,-0.353,2631.563,-0.108,0.87,0.0502,104.185,113.75,rough,0.0,0.2,61.7,63.8,1.2428,0.3143,2.733,ok,avanzando en rough
2003,63.6,69.1,68.6,64.5,69.6,70.0,70.9,64.1,-0.028,0.0,9.79,-0.271,-66.903,-0.107,0.014,0.0502,104.235,113.8,carpet,0,0.2,63.6,69.1,1.2419,0.3147,2.733,ok,avanzando en carpet
2004,71.9,68.2,66.2,70.4,64.3,68.4,62.3,60.2,1.152,0.0,9.766,-0.234,-4878.977,-0.058,1.18,0.1005,104.336,113.9,rough,0,6.7,60.2,62.3,1.24,0.3155,2.733,ok,avanzando en rough
2005,65.9,65.2,63.7,72.8,65.1,64.1,64.9,68.3,-0.909,0.0,9.804,-0.155,2428.483,0.11,2.061,0.0502,104.386,113.951,rough,0.0,5.3,65.9,64.9,1.2391,0.3159,2.733,ok,explorando (rough)
2006,63.7,68.8,67.7,67.0,63.4,67.1,70.4,68.2,-0.071,0.009,9.771,-8.501,-297.414,-38.306,0.839,0.0,104.085,114.252,rough,0.0,0.4,63.7,68.8,1.2391,0.3159,2.936,ok,avanzando en rough
2007,67.7,62.9,65.0,71.5,67.7,63.3,71.9,66.4,1.13,-0.0,9.809,-3.81,-5189.777,-30.122,1.202,0.0502,104.135,114.302,rough,0,6.6,66.4,62.9,1.2381,0.3161,2.916,ok,avanzando en rough
2008,64.1,66.5,71.6,65.9,64.1,72.1,73.6,66.4,0.045,0.001,9.814,-0.756,2567.131,-22.61,1.085,0.0502,104.185,114.353,rough,0.0,0.3,64.1,66.5,1.2372,0.3163,2.902,ok,avanzando en rough
2009,68.9,71.3,70.9,70.9,68.3,67.3,68.1,70.9,-0.069,0.001,9.792,-2.05,2648.287,-18.82,0.116,0.0502,104.235,114.403,metal,0,0.4,68.9,68.1,1.2362,0.3166,2.89,ok,avanzando en metal
2010,66.9,73.8,68.0,65.9,68.7,65.2,64.4,64.2,1.47,0.001,9.801,-0.078,-4097.012,-14.449,1.539,0.1225,104.361,114.522,rough,0,8.5,64.2,64.4,1.2338,0.3172,2.878,ok,avanzando en rough
2011,64.7,66.6,67.7,68.3,66.3,64.4,72.6,66.5,-1.378,0.001,9.839,-3.307,2775.568,-12.129,2.848,0.0502,104.411,114.572,rough,0,8.0,64.7,66.6,1.2329,0.3175,2.871,ok,avanzando en rough
2012,73.1,65.9,63.4,66.8,61.7,66.3,71.7,65.2,-0.129,0.001,9.799,-3.099,2802.826,-9.75,1.25,0.0502,104.462,114.623,rough,0.0,0.8,65.2,65.9,1.2319,0.3178,2.864,ok,avanzando en rough
2013,66.5,65.4,69.6,66.2,62.8,63.5,72.2,61.9,-0.107,0.001,9.779,-3.501,-534.889,-7.623,0.03,0.0502,104.512,114.673,carpet,0,0.6,61.9,65.4,1.2309,0.3181,2.859,ok,avanzando en carpet
2014,65.0,64.5,71.3,70.6,63.7,69.3,70.7,59.3,1.108,0.001,9.791,-2.219,-5421.75,-6.354,1.215,0.1005,104.612,114.773,rough,0,6.5,59.3,64.5,1.229,0.3186,2.855,ok,avanzando en rough
2015,65.1,68.1,66.3,65.2,70.0,64.5,68.4,62.8,-0.976,0.001,9.827,-1.72,2709.407,-4.695,2.084,0.0502,104.662,114.824,rough,0,5.7,62.8,68.1,1.228,0.3189,2.852,ok,avanzando en rough
2016,63.0,72.3,64.3,62.9,68.0,69.8,67.6,65.5,-0.107,0.001,9.876,-2.34,2736.142,-3.806,0.87,0.0502,104.713,114.874,rough,0,0.6,63.0,67.6,1.2271,0.3192,2.85,ok,avanzando en rough
2017,66.8,69.9,70.7,63.7,68.6,73.8,70.7,69.4,-0.088,0.0,9.76,-2.227,-432.688,-2.991,0.118,0.0502,104.763,114.924,metal,0,0.5,66.8,69.9,1.2261,0.3195,2.848,ok,avanzando en metal
2018,62.3,69.9,65.2,70.6,68.5,71.8,64.2,73.9,1.59,0.0,9.829,-1.529,-7218.619,-2.519,1.68,0.1193,104.882,115.043,rough,0.01,9.2,62.3,64.2,1.2238,0.3202,2.846,ok,avanzando en rough
2019,65.7,66.5,65.9,69.1,67.9,68.1,69.8,72.0,-1.315,0.0,9.85,-1.093,3609.914,-1.565,2.906,0.0502,104.933,115.094,rough,0,7.6,65.7,66.5,1.2229,0.3205,2.845,ok,avanzando en rough
2020,67.4,62.7,68.0,74.5,67.1,67.0,66.0,65.2,-0.092,0.0,9.816,-1.399,3689.737,-1.31,1.224,0.0502,104.983,115.144,rough,0,0.5,65.2,62.7,1.2219,0.3208,2.845,ok,avanzando en rough
2021,72.7,62.7,67.8,65.3,71.9,65.3,64.7,65.4,-0.016,0.0,9.783,-0.781,-1830.798,-0.919,0.083,0.0502,105.033,115.194,carpet,0,0.1,65.4,62.7,1.221,0.3211,2.844,ok,avanzando en carpet
2022,66.2,59.6,64.8,70.7,71.9,68.8,69.8,70.4,1.242,0.0,9.799,-1.043,-6624.491,-0.78,1.258,0.1005,105.133,115.295,rough,0,7.2,66.2,59.6,1.219,0.3217,2.843,ok,avanzando en rough
2023,72.6,69.0,71.5,65.6,67.1,66.7,67.0,63.5,-0.857,0.0,9.762,-0.637,3295.827,-0.237,2.099,0.0502,105.184,115.345,rough,0.0,5.0,63.5,67.0,1.2181,0.322,2.843,ok,avanzando en rough
2024,65.0,67.3,69.0,66.2,66.5,62.5,65.6,65.6,-0.023,0.0,9.795,-0.793,3461.49,-0.405,0.835,0.0502,105.234,115.395,rough,0,0.1,65.0,65.6,1.2171,0.3222,2.843,ok,avanzando en rough
2025,67.9,66.7,71.7,64.2,67.5,68.8,64.6,65.4,0.049,0.0,9.835,-0.405,-1706.345,-0.306,0.082,0.0502,105.284,115.445,carpet,0,0.3,65.4,64.6,1.2162,0.3225,2.843,ok,avanzando en carpet
2026,70.5,63.2,68.7,65.1,64.6,64.5,63.8,74.3,1.025,0.0,9.798,-0.574,135.581,-0.256,0.977,0.1005,105.385,115.546,rough,0,6.0,70.5,63.2,1.2142,0.3231,2.843,ok,avanzando en rough
2027,70.9,70.3,71.3,66.1,73.0,71.3,64.0,68.9,-1.147,0.0,9.837,-0.47,4969.417,-0.161,2.172,0.0502,105.435,115.596,rough,0,6.6,68.9,64.0,1.2133,0.3234,2.843,ok,explorando (rough)
2028,67.6,68.3,72.4,65.6,68.5,68.2,68.5,69.5,0.011,0.004,9.806,-8.051,240.437,33.55,1.158,0.0,105.736,115.295,rough,0.0,0.1,67.6,68.3,1.2133,0.3234,2.637,ok,explorando (rough)
2029,63.6,65.4,65.5,69.7,64.3,66.1,67.4,71.9,-0.012,-0.002,9.83,-0.719,-93.922,70.766,0.034,0.0,106.038,114.993,sand,0.0,0.1,63.6,65.4,1.2133,0.3234,2.455,ok,avanzando en sand
2030,72.8,71.6,62.1,60.3,69.2,70.5,67.5,67.5,1.66,-0.002,9.806,-9.127,-6857.054,60.026,1.672,0.0722,106.107,115.068,rough,0,9.6,67.5,67.5,1.2121,0.3243,2.496,ok,avanzando en rough
2031,58.6,63.5,66.4,65.0,63.0,66.4,68.4,69.0,-0.261,0.0,9.803,-4.571,3407.455,51.133,1.921,0.0502,106.157,115.119,rough,0,1.5,58.6,63.5,1.2113,0.3249,2.528,ok,avanzando en rough
2032,70.0,66.4,65.8,62.8,66.9,73.9,65.7,68.2,-0.02,-0.0,9.811,-5.489,3588.365,39.712,0.241,0.0502,106.207,115.169,metal,0.0,0.1,68.2,65.7,1.2105,0.3254,2.554,ok,avanzando en metal
2033,69.6,65.2,68.4,70.2,65.2,69.0,61.9,68.8,1.489,-0.001,9.835,-7.476,-3098.422,32.662,1.509,0.1193,106.327,115.288,rough,0.01,8.6,68.8,61.9,1.2084,0.3267,2.575,ok,avanzando en rough
2034,69.5,67.6,71.2,70.4,65.2,66.1,65.3,66.5,-1.425,-0.0,9.768,0.127,3786.461,24.968,2.914,0.0502,106.377,115.338,rough,0,8.3,66.5,65.3,1.2076,0.3272,2.591,ok,avanzando en rough
2035,72.6,67.1,58.8,68.7,65.9,65.3,68.1,64.0,0.029,-0.001,9.827,1.852,-1882.748,18.707,1.455,0.0502,106.427,115.389,rough,0,0.2,64.0,67.1,1.2067,0.3278,2.603,ok,avanzando en rough
2036,65.7,70.1,75.0,67.6,64.0,60.5,74.6,64.9,0.028,-0.001,9.814,2.98,76.603,15.271,0.013,0.0502,106.477,115.439,carpet,0.0,0.2,64.9,70.1,1.2059,0.3283,2.612,ok,explorando (carpet)
2037,62.5,67.9,69.9,69.6,66.1,66.2,70.2,68.3,0.028,-0.004,9.819,3.112,133.79,-40.062,0.006,0.0,106.176,115.74,sand,0.0,0.2,62.5,67.9,1.2059,0.3283,2.814,ok,avanzando en sand
2038,68.9,68.1,66.4,73.0,64.8,70.8,64.8,63.4,1.404,-0.001,9.792,8.695,-10.254,-28.498,1.376,0.0691,106.245,115.809,rough,0.018,8.2,63.4,64.8,1.2046,0.3287,2.796,ok,avanzando en rough
2039,62.6,70.7,67.3,68.9,67.4,66.8,65.1,69.6,-0.459,0.001,9.76,6.148,1938.173,-24.912,1.863,0.0502,106.295,115.86,rough,0,2.7,62.6,65.1,1.2036,0.3291,2.78,ok,avanzando en rough
2040,70.4,66.5,65.7,67.1,69.1,69.3,69.1,68.7,-0.055,-0.001,9.826,2.455,-228.09,-20.969,0.409,0.0502,106.346,115.91,metal,0.0,0.3,68.7,66.5,1.2027,0.3295,2.766,ok,avanzando en metal
2041,69.9,69.1,64.8,71.8,70.0,61.9,67.6,75.6,1.615,0.001,9.76,4.435,-6964.933,-16.253,1.672,0.1193,106.465,116.029,rough,0.01,9.4,69.9,67.6,1.2005,0.3304,2.756,ok,avanzando en rough
2042,68.8,64.7,71.9,69.0,59.6,67.5,63.5,66.0,-1.283,0.0,9.848,-0.115,3505.464,-13.192,2.899,0.0502,106.515,116.08,rough,0,7.4,66.0,63.5,1.1995,0.3307,2.748,ok,avanzando en rough
2043,60.1,69.4,63.9,65.0,66.9,63.5,64.6,67.3,-0.062,0.0,9.843,0.336,3677.935,-10.7,1.221,0.0502,106.565,116.13,rough,0,0.4,60.1,64.6,1.1986,0.3311,2.741,ok,avanzando en rough
2044,71.8,63.8,68.6,68.2,59.8,69.2,65.7,65.6,0.014,0.0,9.803,-0.596,-1804.891,-8.618,0.085,0.0502,106.616,116.18,carpet,0,0.1,65.6,63.8,1.1977,0.3315,2.735,ok,avanzando en carpet
2045,68.5,69.3,71.8,63.7,66.3,68.7,69.3,63.5,0.997,0.0,9.843,-0.209,-20.784,-7.187,0.984,0.1005,106.716,116.28,rough,0.0,5.8,63.5,69.3,1.1959,0.3323,2.731,ok,avanzando en rough
2046,66.0,70.8,71.2,65.8,63.2,71.1,62.3,66.9,-1.171,0.0,9.773,-0.702,4806.378,-5.512,2.169,0.0502,106.766,116.331,rough,0.0,6.8,66.0,62.3,1.1949,0.3327,2.727,ok,avanzando en rough
2047,69.2,66.4,68.4,60.6,66.4,70.9,68.1,73.7,-0.087,0.0,9.741,-0.778,-2376.198,-4.356,1.085,0.0502,106.817,116.381,rough,0,0.5,69.2,66.4,1.194,0.3331,2.724,ok,avanzando en rough
2048,71.0,66.9,68.0,66.3,63.9,75.4,62.7,64.7,0.017,0.0,9.762,-1.101,-2472.56,-3.161,0.106,0.0502,106.867,116.431,metal,0,0.1,64.7,62.7,1.1931,0.3336,2.722,ok,avanzando en metal
2049,62.4,69.0,63.2,75.6,66.5,64.3,66.8,62.1,1.394,0.0,9.782,-0.641,-22.046,-2.765,1.377,0.1225,106.992,116.551,rough,0,8.1,62.1,66.8,1.1909,0.3346,2.718,ok,avanzando en rough
2050,67.0,66.7,68.8,66.8,66.4,71.8,61.5,67.6,-1.627,0.0,9.761,-0.786,6731.054,-1.758,3.022,0.0502,107.043,116.601,rough,0.0,9.5,67.0,61.5,1.19,0.335,2.717,ok,avanzando en rough
2051,65.4,67.6,71.2,69.9,65.8,72.4,64.5,69.6,-0.123,-0.0,9.842,-0.642,-3317.19,-1.141,1.507,0.0502,107.093,116.651,rough,0,0.7,65.4,64.5,1.189,0.3354,2.716,ok,avanzando en rough
2052,62.9,70.4,67.2,67.4,62.6,67.5,68.3,68.8,0.023,0.0,9.799,-0.741,-3479.931,-0.72,0.152,0.0502,107.143,116.701,metal,0,0.1,62.9,68.3,1.1881,0.3358,2.716,ok,avanzando en metal
2053,64.5,70.5,68.0,72.0,65.5,68.5,65.1,65.3,1.324,-0.0,9.839,-0.289,1686.674,-0.726,1.302,0.1193,107.262,116.821,rough,0.01,7.7,64.5,65.1,1.1859,0.3368,2.715,ok,avanzando en rough
2054,65.5,65.8,63.5,68.2,71.3,60.1,66.4,69.3,-1.408,0.0,9.785,-0.59,-123.081,-0.356,2.733,0.0502,107.313,116.871,rough,0,8.2,65.5,65.8,1.185,0.3372,2.715,ok,avanzando en rough
2055,67.9,72.5,64.8,68.6,66.7,71.2,63.6,61.7,-0.036,0.0,9.745,-0.484,-178.757,-0.244,1.373,0.0502,107.363,116.921,rough,0,0.2,61.7,63.6,1.1841,0.3376,2.715,ok,avanzando en rough
2056,57.5,62.3,64.4,69.9,57.7,69.8,64.2,69.0,-0.026,0.0,9.809,-0.398,-225.359,-0.179,0.064,0.0502,107.413,116.971,carpet,0.0,0.2,57.5,62.3,1.1832,0.338,2.715,ok,avanzando en carpet
2057,69.0,70.5,71.2,70.7,69.5,69.1,61.7,66.6,1.172,-0.0,9.792,-0.326,-5015.694,-0.184,1.198,0.1005,107.514,117.072,rough,0.0,6.8,66.6,61.7,1.1814,0.3389,2.715,ok,avanzando en rough
2058,64.2,66.3,66.9,70.1,68.5,62.6,70.5,63.7,-0.9,0.0,9.888,-0.218,2519.561,0.097,2.074,0.0502,107.564,117.122,rough,0,5.2,63.7,66.3,1.1805,0.3393,2.715,ok,avanzando en rough
2059,68.3,62.3,67.9,74.0,68.3,65.4,65.4,62.0,-0.031,0.0,9.802,-0.23,2634.762,-0.107,0.874,0.0502,107.614,117.172,rough,0,0.2,62.0,62.3,1.1795,0.3397,2.715,ok,avanzando en rough
2060,68.1,65.6,67.0,69.4,65.7,69.3,65.8,67.3,-0.028,0.0,9.822,-0.179,-67.122,-0.111,0.02,0.0502,107.664,117.222,carpet,0,0.2,67.3,65.6,1.1786,0.3401,2.715,ok,avanzando en carpet
2061,63.7,67.3,67.3,65.0,62.9,67.0,71.0,67.2,1.158,0.0,9.759,-0.153,-4858.718,-0.058,1.188,0.1005,107.765,117.323,rough,0.0,6.8,63.7,67.3,1.1768,0.3409,2.715,ok,avanzando en rough
2062,73.1,67.5,68.3,69.2,66.7,71.5,60.7,65.7,-0.903,0.0,9.786,-0.118,2430.35,0.102,2.062,0.0502,107.815,117.373,rough,0,5.3,65.7,60.7,1.1759,0.3414,2.715,ok,avanzando en rough
2063,69.8,67.0,67.3,69.0,64.0,71.3,67.4,68.1,-0.032,0.0,9.845,-0.095,2544.549,-0.025,0.873,0.0502,107.865,117.423,rough,0,0.2,68.1,67.0,1.175,0.3418,2.715,ok,avanzando en rough
2064,73.3,65.0,68.3,64.1,67.2,65.3,64.4,72.2,-0.029,0.0,9.872,-0.069,-74.158,-0.057,0.028,0.0502,107.916,117.474,carpet,0,0.2,72.2,64.4,1.1741,0.3422,2.715,ok,avanzando en carpet
2065,62.0,66.8,67.2,69.2,64.3,72.1,62.3,71.9,1.158,0.0,9.746,-0.063,-4875.873,-0.007,1.193,0.1005,108.016,117.574,rough,0,6.8,62.0,62.3,1.1722,0.343,2.715,ok,avanzando en rough
2066,64.4,70.3,66.8,68.8,66.0,65.6,65.1,64.6,-0.906,-0.0,9.841,-0.07,2443.712,0.126,2.066,0.0502,108.066,117.624,rough,0.0,5.3,64.4,65.1,1.1713,0.3434,2.715,ok,avanzando en rough
2067,65.8,70.0,63.7,71.8,65.5,63.1,65.3,64.1,-0.033,0.0,9.824,-0.03,2535.815,-0.01,0.873,0.0502,108.116,117.675,rough,0,0.2,64.1,65.3,1.1704,0.3439,2.715,ok,avanzando en rough
2068,70.0,67.3,71.3,63.6,69.9,64.4,68.8,65.1,-0.03,-0.0,9.817,-0.019,-79.111,-0.051,0.008,0.0502,108.167,117.725,carpet,0,0.2,65.1,67.3,1.1695,0.3443,2.715,ok,avanzando en carpet
2069,63.9,65.5,66.5,70.9,68.9,68.6,68.6,70.7,1.157,0.0,9.797,-0.02,-4868.58,0.001,1.187,0.1005,108.267,117.825,rough,0,6.7,63.9,65.5,1.1677,0.3451,2.715,ok,avanzando en rough
2070,61.7,69.4,69.1,63.1,64.8,69.1,65.1,65.4,-0.907,-0.0,9.868,-0.05,2434.87,0.126,2.065,0.0502,108.317,117.876,rough,0,5.3,61.7,65.1,1.1667,0.3455,2.715,ok,avanzando en rough
2071,63.5,65.5,63.4,70.3,64.5,76.4,67.3,71.3,-0.034,0.0,9.811,-0.002,2564.179,-0.011,0.875,0.0502,108.368,117.926,rough,0.0,0.2,63.5,65.5,1.1658,0.3459,2.715,ok,avanzando en rough
2072,69.3,70.5,66.0,61.8,71.1,68.2,66.2,64.5,-0.03,-0.0,9.832,0.002,-82.34,-0.054,0.021,0.0502,108.418,117.976,carpet,0,0.2,64.5,66.2,1.1649,0.3464,2.715,ok,avanzando en carpet
2073,72.0,70.2,69.0,66.7,70.2,60.5,69.8,64.7,1.156,0.0,9.833,-0.001,-4879.105,-0.001,1.187,0.1005,108.518,118.077,rough,0,6.7,64.7,69.8,1.1631,0.3472,2.715,ok,avanzando en rough
2074,70.7,70.8,66.6,64.2,65.4,65.5,67.7,71.0,-0.901,-0.0,9.848,-0.042,2452.831,0.122,2.057,0.0502,108.569,118.127,rough,0,5.2,70.7,67.7,1.1622,0.3476,2.715,ok,avanzando en rough
2075,65.1,75.4,68.9,72.5,64.4,67.3,69.8,68.3,-0.034,0.0,9.783,0.01,2541.9,-0.015,0.869,0.0502,108.619,118.177,rough,0,0.2,65.1,69.8,1.1613,0.348,2.715,ok,avanzando en rough
2076,72.7,65.6,67.8,66.8,67.3,68.4,63.5,63.3,-0.031,-0.0,9.828,0.01,-84.445,-0.058,0.045,0.0502,108.669,118.227,carpet,0.0,0.2,63.3,63.5,1.1603,0.3484,2.715,ok,avanzando en carpet
2077,66.4,68.2,65.3,68.2,68.8,73.5,67.9,69.9,1.152,0.0,9.743,0.006,-4895.631,-0.004,1.186,0.1005,108.77,118.328,rough,0.0,6.7,66.4,67.9,1.1585,0.3493,2.715,ok,avanzando en rough
2078,70.8,70.1,70.2,67.3,66.7,64.7,65.7,58.8,-0.906,-0.0,9.855,-0.039,2439.613,0.119,2.061,0.0502,108.82,118.378,rough,0,5.2,58.8,65.7,1.1576,0.3497,2.715,ok,avanzando en rough
2079,66.5,62.4,70.8,67.6,69.8,64.9,63.7,72.6,-0.035,0.0,9.771,0.014,2536.118,-0.018,0.875,0.0502,108.87,118.428,rough,0,0.2,66.5,62.4,1.1567,0.3501,2.715,ok,avanzando en rough
2080,68.3,69.9,64.9,71.9,65.4,68.1,65.9,59.6,-0.031,-0.0,9.797,0.012,-86.497,-0.061,0.027,0.0502,108.92,118.478,carpet,0,0.2,59.6,65.9,1.1558,0.3505,2.715,ok,avanzando en carpet
2081,64.8,61.0,63.9,62.9,68.7,67.5,61.6,67.1,1.152,0.0,9.81,0.009,-4864.136,-0.006,1.183,0.1005,109.021,118.579,rough,0.0,6.7,64.8,61.0,1.1539,0.3513,2.715,ok,avanzando en rough
2082,62.9,64.0,65.3,70.8,70.8,70.4,63.6,67.3,-0.91,-0.0,9.849,-0.038,2443.507,0.117,2.062,0.0502,109.071,118.629,rough,0,5.3,62.9,63.6,1.153,0.3518,2.715,ok,avanzando en rough
2083,68.1,73.1,67.3,69.4,63.7,65.0,72.8,73.1,-0.035,0.0,9.791,0.015,2542.684,-0.019,0.876,0.0502,109.121,118.679,rough,0,0.2,68.1,72.8,1.1521,0.3522,2.715,ok,avanzando en rough
2084,63.0,59.7,66.2,67.0,73.2,66.0,60.2,68.1,-0.031,-0.0,9.808,0.013,-87.663,-0.062,0.018,0.0502,109.172,118.73,carpet,0,0.2,63.0,59.7,1.1512,0.3526,2.715,ok,avanzando en carpet
2085,70.4,71.9,67.2,73.7,62.0,67.1,68.3,67.1,1.155,0.0,9.77,0.01,-4897.978,-0.007,1.187,0.1005,109.272,118.83,rough,0,6.7,67.1,68.3,1.1494,0.3534,2.715,ok,explorando (rough)
2086,71.6,71.8,64.6,66.1,66.5,64.7,67.5,67.5,0.014,-0.003,9.786,-5.945,445.624,-38.903,1.141,0.0,108.971,119.132,rough,0.0,0.1,67.5,67.5,1.1494,0.3534,2.917,ok,avanzando en rough
2087,73.6,69.8,66.7,68.7,65.7,71.7,64.4,65.6,1.172,-0.0,9.799,-1.524,-4336.427,-30.349,1.158,0.0502,109.021,119.182,rough,0.0,6.8,65.6,64.4,1.1484,0.3537,2.898,ok,avanzando en rough
2088,68.8,69.9,76.3,68.7,62.2,68.3,67.6,67.4,0.102,0.001,9.837,0.004,2157.574,-23.158,1.07,0.0502,109.071,119.232,rough,0,0.6,67.4,67.6,1.1474,0.3539,2.883,ok,avanzando en rough
2089,66.9,66.8,70.0,73.0,68.9,63.8,66.9,73.0,0.003,0.001,9.799,-0.794,2307.761,-19.218,0.105,0.0502,109.121,119.282,metal,0,0.0,66.9,66.8,1.1464,0.3542,2.871,ok,avanzando en metal
2090,71.4,71.0,69.8,72.4,68.3,68.1,68.9,65.0,1.559,0.001,9.844,0.961,-4343.31,-14.701,1.557,0.1193,109.241,119.402,rough,0.01,9.0,65.0,68.9,1.1442,0.3549,2.861,ok,avanzando en rough
2091,69.7,66.0,68.7,69.1,71.3,62.5,67.8,72.6,-1.3,0.001,9.831,-2.47,2677.894,-12.263,2.859,0.0502,109.291,119.452,rough,0,7.5,69.7,66.0,1.1432,0.3551,2.853,ok,avanzando en rough
2092,62.9,62.1,62.6,64.0,73.1,66.4,65.0,69.0,-0.044,0.001,9.799,-2.386,2852.783,-9.787,1.256,0.0502,109.341,119.502,rough,0,0.3,62.9,62.1,1.1422,0.3554,2.847,ok,avanzando en rough
2093,72.6,64.7,64.6,67.5,67.6,67.1,68.4,63.5,-0.039,0.001,9.818,-2.907,-132.719,-7.631,0.019,0.0502,109.391,119.552,carpet,0.0,0.2,63.5,64.7,1.1413,0.3557,2.842,ok,avanzando en carpet
2094,69.2,70.3,68.4,67.4,70.5,67.4,62.2,73.4,1.146,0.001,9.787,-1.731,-4933.874,-6.408,1.186,0.1005,109.492,119.653,rough,0,6.7,69.2,62.2,1.1394,0.3563,2.838,ok,avanzando en rough
2095,64.9,60.5,67.1,64.6,68.5,73.6,72.2,64.6,-0.916,0.001,9.844,-1.53,2470.781,-4.722,2.063,0.0502,109.542,119.703,rough,0,5.3,64.6,60.5,1.1384,0.3566,2.835,ok,avanzando en rough
2096,65.5,67.1,64.9,71.9,64.9,69.9,62.9,73.6,-0.043,0.001,9.817,-2.034,2592.104,-3.81,0.873,0.0502,109.592,119.753,rough,0,0.3,65.5,62.9,1.1374,0.3569,2.833,ok,avanzando en rough
2097,70.7,64.4,62.1,67.2,65.2,69.2,75.8,67.9,-0.038,0.0,9.853,-1.97,-127.433,-2.972,0.036,0.0502,109.643,119.804,carpet,0,0.2,67.9,64.4,1.1365,0.3572,2.831,ok,avanzando en carpet
2098,63.6,71.1,70.7,65.3,66.7,70.1,66.0,75.0,1.149,0.0,9.802,-1.39,-4929.23,-2.448,1.187,0.1005,109.743,119.904,rough,0.0,6.7,63.6,66.0,1.1346,0.3579,2.829,ok,avanzando en rough
2099,65.0,69.8,67.5,68.4,67.8,64.9,69.8,61.9,-0.916,0.0,9.826,-0.947,2465.658,-1.626,2.064,0.0502,109.793,119.954,rough,0,5.3,61.9,69.8,1.1336,0.3582,2.828,ok,turning toward explore goal
2100,67.4,69.6,67.9,70.9,63.8,71.7,62.6,68.2,0.005,-0.002,9.861,-0.924,-39.653,120.68,0.922,0.0,111.42,118.328,rough,0.0,0.0,67.4,62.6,1.1336,0.3582,1.679,ok,turning toward explore goal
2101,66.7,70.6,69.1,64.2,69.1,69.0,66.9,62.5,0.005,0.003,9.77,0.012,43.862,123.489,0.091,0.0,114.553,115.194,sand,0.0,0.0,62.5,66.9,1.1336,0.3582,-0.604,ok,turning toward explore goal
2102,66.2,66.9,67.3,64.4,65.9,68.0,68.7,64.4,-0.006,0.002,9.825,-0.294,-23.507,-119.976,0.056,0.0031,112.506,117.248,sand,0.0,0.0,64.4,66.9,1.1337,0.3582,0.865,ok,turning toward explore goal
2103,64.5,63.9,66.9,66.2,68.1,60.8,64.4,69.1,-0.005,0.0,9.813,-0.617,48.217,-123.405,0.012,-0.0031,108.587,121.16,sand,0.0,0.0,64.5,63.9,1.1337,0.3583,3.738,ok,turning toward explore goal
2104,66.0,63.1,66.3,63.7,66.1,66.6,73.8,71.6,-0.008,-0.002,9.805,-0.387,-31.553,77.805,0.009,0.0,109.008,120.739,sand,0.0,0.0,66.0,63.1,1.1337,0.3583,3.47,ok,turning toward explore goal
2105,68.6,68.3,66.3,63.6,61.1,63.6,63.6,68.8,0.001,0.002,9.805,0.208,36.636,115.317,0.01,0.0,109.793,119.954,sand,0.0,0.0,68.6,63.6,1.1337,0.3583,2.952,ok,turning toward explore goal
2106,60.4,64.8,71.3,67.8,68.2,65.8,73.2,65.0,0.004,0.003,9.788,0.27,19.086,121.746,0.017,0.0,111.238,118.51,sand,0.0,0.0,60.4,64.8,1.1337,0.3583,1.941,ok,turning toward explore goal
2107,68.1,65.3,73.8,69.1,60.7,68.1,64.3,66.4,0.0,-0.0,9.827,0.052,18.895,122.634,0.039,0.0031,114.013,115.74,sand,0.0,0.0,66.4,64.3,1.1338,0.3583,-0.07,ok,turning toward explore goal
2108,68.8,66.7,68.0,70.3,65.1,67.0,67.3,72.0,0.001,0.001,9.799,0.076,15.487,-122.149,0.028,-0.0031,111.3,118.447,sand,0.0,0.0,68.8,66.7,1.1338,0.3582,1.894,ok,turning toward explore goal
2109,68.5,69.6,68.0,69.6,67.4,70.0,70.7,68.3,0.002,-0.0,9.81,-0.095,14.773,122.511,0.012,0.0,114.133,115.615,sand,0.0,0.0,68.3,69.6,1.1338,0.3582,-0.162,ok,turning toward explore goal
2110,67.1,67.4,67.5,64.3,65.2,62.5,61.1,68.0,0.001,0.001,9.776,0.285,-0.251,-122.324,0.034,-0.0,111.539,118.208,sand,0.0,0.0,67.1,61.1,1.1338,0.3582,1.714,ok,turning toward explore goal
2111,71.0,67.3,65.3,72.3,65.8,70.5,68.9,67.3,0.002,0.0,9.81,-0.018,14.489,117.718,0.034,0.0031,114.616,115.138,sand,0.0,0.0,67.3,67.3,1.1338,0.3582,-0.528,ok,turning toward explore goal
2112,66.0,69.9,64.3,67.5,69.2,64.1,67.7,62.6,-0.002,0.001,9.821,-0.067,-11.347,-119.242,0.011,0.0,112.506,117.248,sand,0.0,0.0,62.6,67.7,1.1338,0.3582,0.987,ok,turning toward explore goal
2113,63.7,60.9,67.3,67.4,62.9,67.5,66.6,68.0,-0.003,-0.001,9.787,0.196,2.744,123.249,0.033,-0.0,116.544,113.21,sand,0.0,0.0,63.7,60.9,1.1338,0.3582,-1.978,ok,advancing to explore goal
